epoch,start_time,end_time,duration_s,avg_duration_s,total_time_min,batch_count,avg_train_loss,val_accuracy,val_rmse,val_auc
224,1970-01-01 15:30:53,1970-01-01 15:30:55,1.35,1.5,5.6,4,0.620447,-1.0,-1.0,-1.0
225,1970-01-01 15:30:55,1970-01-01 15:30:57,1.42,1.5,5.62,4,0.62116,-1.0,-1.0,-1.0
226,1970-01-01 15:30:57,1970-01-01 15:30:58,1.42,1.5,5.65,4,0.617916,-1.0,-1.0,-1.0
227,1970-01-01 15:30:59,1970-01-01 15:31:00,1.34,1.5,5.67,4,0.615416,-1.0,-1.0,-1.0
228,1970-01-01 15:31:01,1970-01-01 15:31:02,1.36,1.5,5.69,4,0.612352,-1.0,-1.0,-1.0
229,1970-01-01 15:31:03,1970-01-01 15:31:04,1.38,1.5,5.72,4,0.607678,-1.0,-1.0,-1.0
230,1970-01-01 15:31:05,1970-01-01 15:31:06,1.34,1.5,5.74,4,0.604751,-1.0,-1.0,-1.0
231,1970-01-01 15:31:06,1970-01-01 15:31:08,1.35,1.5,5.76,4,0.603131,-1.0,-1.0,-1.0
232,1970-01-01 15:31:08,1970-01-01 15:31:10,1.38,1.5,5.78,4,0.599872,-1.0,-1.0,-1.0
233,1970-01-01 15:31:10,1970-01-01 15:31:11,1.35,1.5,5.81,4,0.596063,-1.0,-1.0,-1.0
234,1970-01-01 15:31:12,1970-01-01 15:31:13,1.35,1.49,5.83,4,0.590243,-1.0,-1.0,-1.0
235,1970-01-01 15:31:14,1970-01-01 15:31:15,1.46,1.49,5.85,4,0.589995,-1.0,-1.0,-1.0
236,1970-01-01 15:31:16,1970-01-01 15:31:17,1.41,1.49,5.88,4,0.586701,-1.0,-1.0,-1.0
237,1970-01-01 15:31:18,1970-01-01 15:31:19,1.43,1.49,5.9,4,0.58318,-1.0,-1.0,-1.0
238,1970-01-01 15:31:20,1970-01-01 15:31:21,1.47,1.49,5.92,4,0.57859,-1.0,-1.0,-1.0
239,1970-01-01 15:31:22,1970-01-01 15:31:23,1.42,1.49,5.95,4,0.574958,-1.0,-1.0,-1.0
240,1970-01-01 15:31:24,1970-01-01 15:31:25,1.4,1.49,5.97,4,0.569117,-1.0,-1.0,-1.0
241,1970-01-01 15:31:25,1970-01-01 15:31:27,1.46,1.49,6.0,4,0.566708,-1.0,-1.0,-1.0
242,1970-01-01 15:31:27,1970-01-01 15:31:29,1.37,1.49,6.02,4,0.560104,-1.0,-1.0,-1.0
243,1970-01-01 15:31:29,1970-01-01 15:31:31,1.43,1.49,6.04,4,0.55508,-1.0,-1.0,-1.0
244,1970-01-01 15:31:31,1970-01-01 15:31:33,1.4,1.49,6.07,4,0.550844,-1.0,-1.0,-1.0
245,1970-01-01 15:31:33,1970-01-01 15:31:35,1.39,1.49,6.09,4,0.549261,-1.0,-1.0,-1.0
246,1970-01-01 15:31:35,1970-01-01 15:31:36,1.41,1.49,6.11,4,0.541315,-1.0,-1.0,-1.0
247,1970-01-01 15:31:37,1970-01-01 15:31:38,1.41,1.49,6.14,4,0.540981,-1.0,-1.0,-1.0
248,1970-01-01 15:31:39,1970-01-01 15:31:40,1.39,1.49,6.16,4,0.538493,-1.0,-1.0,-1.0
249,1970-01-01 15:31:41,1970-01-01 15:31:42,1.46,1.49,6.18,4,0.52821,-1.0,-1.0,-1.0
250,1970-01-01 15:31:43,1970-01-01 15:31:44,1.38,1.49,6.21,4,0.528485,-1.0,-1.0,-1.0
251,1970-01-01 15:31:45,1970-01-01 15:31:46,1.38,1.49,6.23,4,0.521523,-1.0,-1.0,-1.0
252,1970-01-01 15:31:46,1970-01-01 15:31:48,1.45,1.49,6.25,4,0.520645,-1.0,-1.0,-1.0
253,1970-01-01 15:31:48,1970-01-01 15:31:50,1.39,1.49,6.28,4,0.513465,-1.0,-1.0,-1.0
254,1970-01-01 15:31:50,1970-01-01 15:31:52,1.35,1.49,6.3,4,0.509456,-1.0,-1.0,-1.0
255,1970-01-01 15:31:52,1970-01-01 15:31:53,1.36,1.49,6.32,4,0.505094,-1.0,-1.0,-1.0
256,1970-01-01 15:31:54,1970-01-01 15:31:55,1.41,1.49,6.35,4,0.502823,-1.0,-1.0,-1.0
257,1970-01-01 15:31:56,1970-01-01 15:31:57,1.33,1.49,6.37,4,0.499599,-1.0,-1.0,-1.0
258,1970-01-01 15:31:58,1970-01-01 15:31:59,1.34,1.49,6.39,4,0.497371,-1.0,-1.0,-1.0
259,1970-01-01 15:31:59,1970-01-01 15:32:01,1.33,1.49,6.41,4,0.490684,-1.0,-1.0,-1.0
260,1970-01-01 15:32:01,1970-01-01 15:32:03,1.34,1.48,6.43,4,0.485562,-1.0,-1.0,-1.0
261,1970-01-01 15:32:03,1970-01-01 15:32:05,1.36,1.48,6.46,4,0.481342,-1.0,-1.0,-1.0
262,1970-01-01 15:32:05,1970-01-01 15:32:06,1.34,1.48,6.48,4,0.475731,-1.0,-1.0,-1.0
263,1970-01-01 15:32:07,1970-01-01 15:32:08,1.34,1.48,6.5,4,0.473475,-1.0,-1.0,-1.0
264,1970-01-01 15:32:09,1970-01-01 15:32:10,1.36,1.48,6.52,4,0.466326,-1.0,-1.0,-1.0
265,1970-01-01 15:32:11,1970-01-01 15:32:12,1.34,1.48,6.55,4,0.461838,-1.0,-1.0,-1.0
266,1970-01-01 15:32:12,1970-01-01 15:32:14,1.33,1.48,6.57,4,0.45976,-1.0,-1.0,-1.0
267,1970-01-01 15:32:14,1970-01-01 15:32:16,1.35,1.48,6.59,4,0.459241,-1.0,-1.0,-1.0
268,1970-01-01 15:32:16,1970-01-01 15:32:17,1.32,1.48,6.61,4,0.452717,-1.0,-1.0,-1.0
269,1970-01-01 15:32:18,1970-01-01 15:32:19,1.32,1.48,6.64,4,0.451358,-1.0,-1.0,-1.0
270,1970-01-01 15:32:20,1970-01-01 15:32:21,1.33,1.48,6.66,4,0.446568,-1.0,-1.0,-1.0
271,1970-01-01 15:32:22,1970-01-01 15:32:23,1.31,1.48,6.68,4,0.442606,-1.0,-1.0,-1.0
272,1970-01-01 15:32:23,1970-01-01 15:32:25,1.33,1.48,6.7,4,0.437779,-1.0,-1.0,-1.0
273,1970-01-01 15:32:25,1970-01-01 15:32:26,1.34,1.48,6.72,4,0.43458,-1.0,-1.0,-1.0
274,1970-01-01 15:32:27,1970-01-01 15:32:28,1.33,1.48,6.75,4,0.430854,-1.0,-1.0,-1.0
275,1970-01-01 15:32:29,1970-01-01 15:32:30,1.34,1.48,6.77,4,0.423556,-1.0,-1.0,-1.0
276,1970-01-01 15:32:31,1970-01-01 15:32:32,1.34,1.48,6.79,4,0.425467,-1.0,-1.0,-1.0
277,1970-01-01 15:32:33,1970-01-01 15:32:34,1.36,1.48,6.81,4,0.41842,-1.0,-1.0,-1.0
278,1970-01-01 15:32:34,1970-01-01 15:32:36,1.34,1.48,6.84,4,0.418443,-1.0,-1.0,-1.0
279,1970-01-01 15:32:36,1970-01-01 15:32:38,1.31,1.47,6.86,4,0.41403,-1.0,-1.0,-1.0
280,1970-01-01 15:32:38,1970-01-01 15:32:39,1.36,1.47,6.88,4,0.411997,-1.0,-1.0,-1.0
281,1970-01-01 15:32:40,1970-01-01 15:32:41,1.32,1.47,6.9,4,0.403148,-1.0,-1.0,-1.0
282,1970-01-01 15:32:42,1970-01-01 15:32:43,1.34,1.47,6.92,4,0.402825,-1.0,-1.0,-1.0
283,1970-01-01 15:32:44,1970-01-01 15:32:45,1.39,1.47,6.95,4,0.39719,-1.0,-1.0,-1.0
284,1970-01-01 15:32:46,1970-01-01 15:32:47,1.4,1.47,6.97,4,0.39542,-1.0,-1.0,-1.0
285,1970-01-01 15:32:47,1970-01-01 15:32:49,1.43,1.47,6.99,4,0.394211,-1.0,-1.0,-1.0
286,1970-01-01 15:32:49,1970-01-01 15:32:51,1.45,1.47,7.02,4,0.390346,-1.0,-1.0,-1.0
287,1970-01-01 15:32:51,1970-01-01 15:32:53,1.37,1.47,7.04,4,0.384981,-1.0,-1.0,-1.0
288,1970-01-01 15:32:53,1970-01-01 15:32:55,1.36,1.47,7.06,4,0.385186,-1.0,-1.0,-1.0
289,1970-01-01 15:32:55,1970-01-01 15:32:56,1.35,1.47,7.09,4,0.379134,-1.0,-1.0,-1.0
290,1970-01-01 15:32:57,1970-01-01 15:32:58,1.33,1.47,7.11,4,0.378965,-1.0,-1.0,-1.0
291,1970-01-01 15:32:59,1970-01-01 15:33:00,1.33,1.47,7.13,4,0.372177,-1.0,-1.0,-1.0
292,1970-01-01 15:33:00,1970-01-01 15:33:02,1.34,1.47,7.15,4,0.371683,-1.0,-1.0,-1.0
293,1970-01-01 15:33:02,1970-01-01 15:33:04,1.34,1.47,7.18,4,0.370652,-1.0,-1.0,-1.0
294,1970-01-01 15:33:04,1970-01-01 15:33:06,1.35,1.47,7.2,4,0.36535,-1.0,-1.0,-1.0
295,1970-01-01 15:33:06,1970-01-01 15:33:07,1.34,1.47,7.22,4,0.363763,-1.0,-1.0,-1.0
296,1970-01-01 15:33:08,1970-01-01 15:33:09,1.33,1.47,7.24,4,0.360534,-1.0,-1.0,-1.0
297,1970-01-01 15:33:10,1970-01-01 15:33:11,1.39,1.47,7.27,4,0.359965,-1.0,-1.0,-1.0
298,1970-01-01 15:33:12,1970-01-01 15:33:13,1.33,1.47,7.29,4,0.356853,-1.0,-1.0,-1.0
299,1970-01-01 15:33:13,1970-01-01 15:33:15,1.33,1.47,7.31,4,0.352913,-1.0,-1.0,-1.0
300,1970-01-01 15:33:15,1970-01-01 15:33:17,1.31,1.47,7.33,4,0.34901,-1.0,-1.0,-1.0
